Revision,State,_part_number,_part_name
Revision,State,Number,Name
1,RELEASED,FR_WHEEL_HUB.IPT,FR_WHEEL_HUB.ipt
1,RELEASED,6_SKF_QJ_224_N2MA_PART2,SKF_QJ_224_N2MA_PART2
1,DESIGN,6NAS509L4,nas509l4
1,RELEASED,0048695,STEALTH FUSELAGE ASSEMBLY
1,RELEASED,61100359,BALL STUD
1,RELEASED,61100911,BEARING LOCKNUT M15
1,DESIGN,61105732-PIN1,1105732-pin1
1,RELEASED,6BS1806-024-01,O SEAL 28.3 ID x 1
1,RELEASED,6HX50-COLLECTIVE-TRIM-LEATHE,HX50-PTC-COLLECTIVE-TRIM-LEATHE
1,RELEASED,61100325,TGB OUTPUT GEAR
1,RELEASED,STL-CARGO-DOORS-BODY,STL-PTC-CARGO-DOORS-BODY
B,PRODUCTIONCHANGE,61103240,RETAINING RING
1,RELEASED,61100905,MGB MAST UPPER BEARING OIL JET
1,DESIGN,6QJ-304-MA_2,FOUR-POINT CONTACT BALL BEARING
1,RELEASED,0050231,GASKET-DIGITAL GAUGE
1,RELEASED,61100892,MGB ANTI-TORQUE MOUNT TOP
1,DESIGN,MC-6HX50-MAIN-ROTOR-BLADE-CUFFS,mc-6hx50-main-rotor-blade-cuffs
1,RELEASED,6-OTS-0001019,CONNECTOR USB TYPE A
1,RELEASED,6HX50-CAGE-CHROME-040323HM,HX50-PTC-CAGE-CHROME-040323HM
1,RELEASED,61100324,TGB INPUT PINION
1,RELEASED,6HX50-PYLON-LH-BODY-COLOUR-0,HX50-PTC-PYLON-LH-BODY-COLOUR-0
1,RELEASED,61100831,MGB BEARING SUPPORT RING
1,RELEASED,61100907,BEARING LOCKWASHER M75
1,RELEASED,61100909,BEARING LOCKWASHER M50
1,RELEASED,6TRELLEBORG_TRAA00360-N7MM-2,TRELLEBORG_TRAA00360-N7MM-2
1,DESIGN,6QJ-304-MA,FOUR-POINT CONTACT BALL BEARING
1,RELEASED,61100834,MGB S1 INPUT PINION NOT HARDENED
1,RELEASED,6HX50-CAGE-CARBON-040323HM,HX50-PTC-CAGE-CARBON-040323HM
1,RELEASED,6HX50-TAIL-LIGHT-LEDS-PALE-Y,HX50-PTC-TAIL-LIGHT-LEDS-PALE-Y
1,RELEASED,6HX50-PYLON-RH-BODY-COLOUR-0,HX50-PTC-PYLON-RH-BODY-COLOUR-0
1,RELEASED,6SEAL_CORD_1_78-01,O SEAL CORD 393 LONG x 1
1,RELEASED,6TRELLEBORG_TRAA00360-N7MM,RADIAL OIL SEAL 36 x 47 x 7
1,RELEASED,6HX50-SKID-CUFFS-BODY-COLOUR,HX50-PTC-SKID-CUFFS-BODY-COLOUR
